indice,arquivo,rotulo_atual,classe_sugerida,confianca_sugestao
46,corn_bipolaris_spot\HLxbb (191).jpg,corn_bipolaris_spot,corn_southern_rust,0.606
41,corn_bipolaris_spot\HLDSC_4464.JPG,corn_bipolaris_spot,corn_southern_rust,0.773
366,corn_bipolaris_spot\mbip372.jpg,corn_bipolaris_spot,corn_southern_rust,0.948
322,corn_bipolaris_spot\mbip311.jpg,corn_bipolaris_spot,corn_southern_rust,0.951
2681,corn_bipolaris_spot\mbis686.jpg,corn_bipolaris_spot,corn_southern_rust,0.934
606,corn_bipolaris_spot\mbip717.jpg,corn_bipolaris_spot,corn_southern_rust,0.537
205,corn_bipolaris_spot\mbip146.jpg,corn_bipolaris_spot,corn_southern_rust,0.899
7228,corn_southern_rust\fpon913.jpg,corn_southern_rust,corn_bipolaris_spot,0.959
454,corn_bipolaris_spot\mbip495.jpg,corn_bipolaris_spot,corn_southern_rust,0.936
494,corn_bipolaris_spot\mbip549.jpg,corn_bipolaris_spot,corn_southern_rust,0.753
414,corn_bipolaris_spot\mbip441.jpg,corn_bipolaris_spot,corn_southern_rust,0.941
379,corn_bipolaris_spot\mbip387.jpg,corn_bipolaris_spot,corn_southern_rust,0.897
59,corn_bipolaris_spot\HLxbb (518).jpg,corn_bipolaris_spot,corn_southern_rust,0.687
7239,corn_southern_rust\fpon927.jpg,corn_southern_rust,corn_bipolaris_spot,0.836
1215,corn_bipolaris_spot\mbiq588.jpg,corn_bipolaris_spot,corn_southern_rust,0.94
2412,corn_bipolaris_spot\mbis289.jpg,corn_bipolaris_spot,corn_southern_rust,0.932
1890,corn_bipolaris_spot\mbir545.jpg,corn_bipolaris_spot,corn_southern_rust,0.918
899,corn_bipolaris_spot\mbiq136.jpg,corn_bipolaris_spot,corn_southern_rust,0.931
7290,corn_southern_rust\fpoo005.jpg,corn_southern_rust,corn_bipolaris_spot,0.692
256,corn_bipolaris_spot\mbip214.jpg,corn_bipolaris_spot,corn_southern_rust,0.661
7243,corn_southern_rust\fpon936.jpg,corn_southern_rust,corn_bipolaris_spot,0.78
609,corn_bipolaris_spot\mbip721.jpg,corn_bipolaris_spot,corn_southern_rust,0.723
2402,corn_bipolaris_spot\mbis272.jpg,corn_bipolaris_spot,corn_southern_rust,0.923
604,corn_bipolaris_spot\mbip714.jpg,corn_bipolaris_spot,corn_southern_rust,0.583
237,corn_bipolaris_spot\mbip190.jpg,corn_bipolaris_spot,corn_southern_rust,0.788
7143,corn_southern_rust\fpon794.jpg,corn_southern_rust,corn_bipolaris_spot,0.911
2261,corn_bipolaris_spot\mbis079.jpg,corn_bipolaris_spot,corn_southern_rust,0.834
7238,corn_southern_rust\fpon925.jpg,corn_southern_rust,corn_bipolaris_spot,0.831
188,corn_bipolaris_spot\mbip116.jpg,corn_bipolaris_spot,corn_southern_rust,0.878
886,corn_bipolaris_spot\mbiq121.jpg,corn_bipolaris_spot,corn_southern_rust,0.891
7314,corn_southern_rust\fpoo043.jpg,corn_southern_rust,corn_bipolaris_spot,0.893
248,corn_bipolaris_spot\mbip204.jpg,corn_bipolaris_spot,corn_southern_rust,0.545
2623,corn_bipolaris_spot\mbis594.jpg,corn_bipolaris_spot,corn_southern_rust,0.787
239,corn_bipolaris_spot\mbip192.jpg,corn_bipolaris_spot,corn_southern_rust,0.833
6881,corn_southern_rust\fpon425.jpg,corn_southern_rust,corn_bipolaris_spot,0.514
450,corn_bipolaris_spot\mbip490.jpg,corn_bipolaris_spot,corn_southern_rust,0.835
7279,corn_southern_rust\fpon989.jpg,corn_southern_rust,corn_bipolaris_spot,0.882
2187,corn_bipolaris_spot\mbir974.jpg,corn_bipolaris_spot,corn_southern_rust,0.898
154,corn_bipolaris_spot\mbip064.jpg,corn_bipolaris_spot,corn_southern_rust,0.71
2575,corn_bipolaris_spot\mbis525.jpg,corn_bipolaris_spot,corn_southern_rust,0.877
5671,corn_southern_rust\fpol698.jpg,corn_southern_rust,corn_bipolaris_spot,0.619
7293,corn_southern_rust\fpoo012.jpg,corn_southern_rust,corn_bipolaris_spot,0.893
7304,corn_southern_rust\fpoo030.jpg,corn_southern_rust,corn_bipolaris_spot,0.898
321,corn_bipolaris_spot\mbip310.jpg,corn_bipolaris_spot,corn_southern_rust,0.511
382,corn_bipolaris_spot\mbip390.jpg,corn_bipolaris_spot,corn_southern_rust,0.769
116,corn_bipolaris_spot\mbip015.jpg,corn_bipolaris_spot,corn_southern_rust,0.848
2687,corn_bipolaris_spot\mbis694.jpg,corn_bipolaris_spot,corn_southern_rust,0.843
2614,corn_bipolaris_spot\mbis581.jpg,corn_bipolaris_spot,corn_southern_rust,0.838
2670,corn_bipolaris_spot\mbis670.jpg,corn_bipolaris_spot,corn_southern_rust,0.864
7253,corn_southern_rust\fpon948.jpg,corn_southern_rust,corn_bipolaris_spot,0.883
6875,corn_southern_rust\fpon416.jpg,corn_southern_rust,corn_bipolaris_spot,0.479
2519,corn_bipolaris_spot\mbis441.jpg,corn_bipolaris_spot,corn_southern_rust,0.683
982,corn_bipolaris_spot\mbiq269.jpg,corn_bipolaris_spot,corn_southern_rust,0.856
287,corn_bipolaris_spot\mbip259.jpg,corn_bipolaris_spot,corn_southern_rust,0.773
716,corn_bipolaris_spot\mbip878.jpg,corn_bipolaris_spot,corn_southern_rust,0.886
390,corn_bipolaris_spot\mbip402.jpg,corn_bipolaris_spot,corn_southern_rust,0.803
2608,corn_bipolaris_spot\mbis571.jpg,corn_bipolaris_spot,corn_southern_rust,0.512
5549,corn_southern_rust\fpol525.jpg,corn_southern_rust,corn_bipolaris_spot,0.88
1398,corn_bipolaris_spot\mbiq858.jpg,corn_bipolaris_spot,corn_southern_rust,0.878
200,corn_bipolaris_spot\mbip141.jpg,corn_bipolaris_spot,corn_southern_rust,0.518
2188,corn_bipolaris_spot\mbir975.jpg,corn_bipolaris_spot,corn_southern_rust,0.786
5519,corn_southern_rust\fpol476.jpg,corn_southern_rust,corn_bipolaris_spot,0.608
5306,corn_southern_rust\fpol168.jpg,corn_southern_rust,corn_bipolaris_spot,0.876
442,corn_bipolaris_spot\mbip477.jpg,corn_bipolaris_spot,corn_southern_rust,0.546
5756,corn_southern_rust\fpol831.jpg,corn_southern_rust,corn_bipolaris_spot,0.874
5853,corn_southern_rust\fpol978.jpg,corn_southern_rust,corn_bipolaris_spot,0.815
5649,corn_southern_rust\fpol668.jpg,corn_southern_rust,corn_bipolaris_spot,0.666
443,corn_bipolaris_spot\mbip478.jpg,corn_bipolaris_spot,corn_southern_rust,0.667
176,corn_bipolaris_spot\mbip103.jpg,corn_bipolaris_spot,corn_southern_rust,0.857
888,corn_bipolaris_spot\mbiq124.jpg,corn_bipolaris_spot,corn_southern_rust,0.864
5972,corn_southern_rust\fpom158.jpg,corn_southern_rust,corn_bipolaris_spot,0.869
6957,corn_southern_rust\fpon539.jpg,corn_southern_rust,corn_bipolaris_spot,0.868
1809,corn_bipolaris_spot\mbir432.jpg,corn_bipolaris_spot,corn_southern_rust,0.846
192,corn_bipolaris_spot\mbip126.jpg,corn_bipolaris_spot,corn_southern_rust,0.789
218,corn_bipolaris_spot\mbip166.jpg,corn_bipolaris_spot,corn_southern_rust,0.72
6529,corn_southern_rust\fpom944.jpg,corn_southern_rust,corn_bipolaris_spot,0.672
1176,corn_bipolaris_spot\mbiq539.jpg,corn_bipolaris_spot,corn_southern_rust,0.862
625,corn_bipolaris_spot\mbip745.jpg,corn_bipolaris_spot,corn_southern_rust,0.792
388,corn_bipolaris_spot\mbip400.jpg,corn_bipolaris_spot,corn_southern_rust,0.791
204,corn_bipolaris_spot\mbip145.jpg,corn_bipolaris_spot,corn_southern_rust,0.856
2607,corn_bipolaris_spot\mbis570.jpg,corn_bipolaris_spot,corn_southern_rust,0.811
2410,corn_bipolaris_spot\mbis287.jpg,corn_bipolaris_spot,corn_southern_rust,0.845
1069,corn_bipolaris_spot\mbiq390.jpg,corn_bipolaris_spot,corn_southern_rust,0.804
1440,corn_bipolaris_spot\mbiq918.jpg,corn_bipolaris_spot,corn_southern_rust,0.829
2698,corn_bipolaris_spot\mbis710.jpg,corn_bipolaris_spot,corn_southern_rust,0.597
1202,corn_bipolaris_spot\mbiq573.jpg,corn_bipolaris_spot,corn_southern_rust,0.846
1918,corn_bipolaris_spot\mbir586.jpg,corn_bipolaris_spot,corn_southern_rust,0.606
289,corn_bipolaris_spot\mbip261.jpg,corn_bipolaris_spot,corn_southern_rust,0.571
2695,corn_bipolaris_spot\mbis707.jpg,corn_bipolaris_spot,corn_southern_rust,0.7
825,corn_bipolaris_spot\mbiq035.jpg,corn_bipolaris_spot,corn_southern_rust,0.638
7274,corn_southern_rust\fpon984.jpg,corn_southern_rust,corn_bipolaris_spot,0.698
212,corn_bipolaris_spot\mbip157.jpg,corn_bipolaris_spot,corn_southern_rust,0.775
2705,corn_bipolaris_spot\mbis722.jpg,corn_bipolaris_spot,corn_southern_rust,0.814
651,corn_bipolaris_spot\mbip781.jpg,corn_bipolaris_spot,corn_southern_rust,0.764
638,corn_bipolaris_spot\mbip762.jpg,corn_bipolaris_spot,corn_southern_rust,0.698
286,corn_bipolaris_spot\mbip257.jpg,corn_bipolaris_spot,corn_southern_rust,0.79
2554,corn_bipolaris_spot\mbis491.jpg,corn_bipolaris_spot,corn_southern_rust,0.835
2586,corn_bipolaris_spot\mbis540.jpg,corn_bipolaris_spot,corn_southern_rust,0.756
439,corn_bipolaris_spot\mbip473.jpg,corn_bipolaris_spot,corn_southern_rust,0.817
1727,corn_bipolaris_spot\mbir321.jpg,corn_bipolaris_spot,corn_southern_rust,0.81
7223,corn_southern_rust\fpon906.jpg,corn_southern_rust,corn_bipolaris_spot,0.838
437,corn_bipolaris_spot\mbip471.jpg,corn_bipolaris_spot,corn_southern_rust,0.789
2443,corn_bipolaris_spot\mbis325.jpg,corn_bipolaris_spot,corn_southern_rust,0.827
408,corn_bipolaris_spot\mbip434.jpg,corn_bipolaris_spot,corn_southern_rust,0.761
2672,corn_bipolaris_spot\mbis674.jpg,corn_bipolaris_spot,corn_southern_rust,0.833
7284,corn_southern_rust\fpon998.jpg,corn_southern_rust,corn_bipolaris_spot,0.736
5210,corn_southern_rust\fpol031.jpg,corn_southern_rust,corn_bipolaris_spot,0.589
137,corn_bipolaris_spot\mbip042.jpg,corn_bipolaris_spot,corn_southern_rust,0.618
580,corn_bipolaris_spot\mbip676.jpg,corn_bipolaris_spot,corn_southern_rust,0.791
198,corn_bipolaris_spot\mbip135.jpg,corn_bipolaris_spot,corn_southern_rust,0.777
998,corn_bipolaris_spot\mbiq289.jpg,corn_bipolaris_spot,corn_southern_rust,0.555
409,corn_bipolaris_spot\mbip435.jpg,corn_bipolaris_spot,corn_southern_rust,0.818
2227,corn_bipolaris_spot\mbis032.jpg,corn_bipolaris_spot,corn_southern_rust,0.797
2149,corn_bipolaris_spot\mbir912.jpg,corn_bipolaris_spot,corn_southern_rust,0.819
5191,corn_southern_rust\fpol008.jpg,corn_southern_rust,corn_bipolaris_spot,0.516
1832,corn_bipolaris_spot\mbir463.jpg,corn_bipolaris_spot,corn_southern_rust,0.829
7266,corn_southern_rust\fpon973.jpg,corn_southern_rust,corn_bipolaris_spot,0.421
2654,corn_bipolaris_spot\mbis644.jpg,corn_bipolaris_spot,corn_southern_rust,0.819
7298,corn_southern_rust\fpoo019.jpg,corn_southern_rust,corn_bipolaris_spot,0.68
1802,corn_bipolaris_spot\mbir424.jpg,corn_bipolaris_spot,corn_southern_rust,0.705
788,corn_bipolaris_spot\mbip981.jpg,corn_bipolaris_spot,corn_southern_rust,0.8
1079,corn_bipolaris_spot\mbiq408.jpg,corn_bipolaris_spot,corn_southern_rust,0.816
193,corn_bipolaris_spot\mbip127.jpg,corn_bipolaris_spot,corn_southern_rust,0.685
2237,corn_bipolaris_spot\mbis044.jpg,corn_bipolaris_spot,corn_southern_rust,0.604
254,corn_bipolaris_spot\mbip212.jpg,corn_bipolaris_spot,corn_southern_rust,0.813
300,corn_bipolaris_spot\mbip277.jpg,corn_bipolaris_spot,corn_southern_rust,0.602
297,corn_bipolaris_spot\mbip273.jpg,corn_bipolaris_spot,corn_southern_rust,0.804
7301,corn_southern_rust\fpoo025.jpg,corn_southern_rust,corn_bipolaris_spot,0.814
2243,corn_bipolaris_spot\mbis055.jpg,corn_bipolaris_spot,corn_southern_rust,0.607
1426,corn_bipolaris_spot\mbiq898.jpg,corn_bipolaris_spot,corn_southern_rust,0.819
115,corn_bipolaris_spot\mbip014.jpg,corn_bipolaris_spot,corn_southern_rust,0.607
2576,corn_bipolaris_spot\mbis526.jpg,corn_bipolaris_spot,corn_southern_rust,0.781
977,corn_bipolaris_spot\mbiq261.jpg,corn_bipolaris_spot,corn_southern_rust,0.817
6192,corn_southern_rust\fpom477.jpg,corn_southern_rust,corn_bipolaris_spot,0.784
796,corn_bipolaris_spot\mbip992.jpg,corn_bipolaris_spot,corn_southern_rust,0.768
1150,corn_bipolaris_spot\mbiq502.jpg,corn_bipolaris_spot,corn_southern_rust,0.64
1247,corn_bipolaris_spot\mbiq631.jpg,corn_bipolaris_spot,corn_southern_rust,0.594
2246,corn_bipolaris_spot\mbis059.jpg,corn_bipolaris_spot,corn_southern_rust,0.763
2230,corn_bipolaris_spot\mbis037.jpg,corn_bipolaris_spot,corn_southern_rust,0.787
484,corn_bipolaris_spot\mbip536.jpg,corn_bipolaris_spot,corn_southern_rust,0.771
2668,corn_bipolaris_spot\mbis667.jpg,corn_bipolaris_spot,corn_southern_rust,0.799
1035,corn_bipolaris_spot\mbiq345.jpg,corn_bipolaris_spot,corn_southern_rust,0.797
5956,corn_southern_rust\fpom136.jpg,corn_southern_rust,corn_bipolaris_spot,0.802
243,corn_bipolaris_spot\mbip199.jpg,corn_bipolaris_spot,corn_southern_rust,0.797
1792,corn_bipolaris_spot\mbir412.jpg,corn_bipolaris_spot,corn_southern_rust,0.811
828,corn_bipolaris_spot\mbiq038.jpg,corn_bipolaris_spot,corn_southern_rust,0.755
190,corn_bipolaris_spot\mbip119.jpg,corn_bipolaris_spot,corn_southern_rust,0.693
6153,corn_southern_rust\fpom424.jpg,corn_southern_rust,corn_bipolaris_spot,0.809
2674,corn_bipolaris_spot\mbis676.jpg,corn_bipolaris_spot,corn_southern_rust,0.693
2585,corn_bipolaris_spot\mbis539.jpg,corn_bipolaris_spot,corn_southern_rust,0.787
5873,corn_southern_rust\fpom003.jpg,corn_southern_rust,corn_bipolaris_spot,0.789
5458,corn_southern_rust\fpol393.jpg,corn_southern_rust,corn_bipolaris_spot,0.718
319,corn_bipolaris_spot\mbip308.jpg,corn_bipolaris_spot,corn_southern_rust,0.704
449,corn_bipolaris_spot\mbip489.jpg,corn_bipolaris_spot,corn_southern_rust,0.605
1137,corn_bipolaris_spot\mbiq487.jpg,corn_bipolaris_spot,corn_southern_rust,0.791
227,corn_bipolaris_spot\mbip178.jpg,corn_bipolaris_spot,corn_southern_rust,0.721
6001,corn_southern_rust\fpom204.jpg,corn_southern_rust,corn_bipolaris_spot,0.461
1418,corn_bipolaris_spot\mbiq886.jpg,corn_bipolaris_spot,corn_southern_rust,0.801
469,corn_bipolaris_spot\mbip516.jpg,corn_bipolaris_spot,corn_southern_rust,0.77
364,corn_bipolaris_spot\mbip370.jpg,corn_bipolaris_spot,corn_southern_rust,0.772
822,corn_bipolaris_spot\mbiq029.jpg,corn_bipolaris_spot,corn_southern_rust,0.736
7300,corn_southern_rust\fpoo024.jpg,corn_southern_rust,corn_bipolaris_spot,0.769
5435,corn_southern_rust\fpol360.jpg,corn_southern_rust,corn_bipolaris_spot,0.793
5903,corn_southern_rust\fpom045.jpg,corn_southern_rust,corn_bipolaris_spot,0.545
1014,corn_bipolaris_spot\mbiq315.jpg,corn_bipolaris_spot,corn_southern_rust,0.595
678,corn_bipolaris_spot\mbip826.jpg,corn_bipolaris_spot,corn_southern_rust,0.785
5295,corn_southern_rust\fpol153.jpg,corn_southern_rust,corn_bipolaris_spot,0.792
2600,corn_bipolaris_spot\mbis556.jpg,corn_bipolaris_spot,corn_southern_rust,0.666
280,corn_bipolaris_spot\mbip249.jpg,corn_bipolaris_spot,corn_southern_rust,0.748
1850,corn_bipolaris_spot\mbir489.jpg,corn_bipolaris_spot,corn_southern_rust,0.673
2141,corn_bipolaris_spot\mbir903.jpg,corn_bipolaris_spot,corn_southern_rust,0.775
453,corn_bipolaris_spot\mbip494.jpg,corn_bipolaris_spot,corn_southern_rust,0.654
2673,corn_bipolaris_spot\mbis675.jpg,corn_bipolaris_spot,corn_southern_rust,0.718
2704,corn_bipolaris_spot\mbis721.jpg,corn_bipolaris_spot,corn_southern_rust,0.716
2680,corn_bipolaris_spot\mbis685.jpg,corn_bipolaris_spot,corn_southern_rust,0.768
114,corn_bipolaris_spot\mbip013.jpg,corn_bipolaris_spot,corn_southern_rust,0.755
7303,corn_southern_rust\fpoo028.jpg,corn_southern_rust,corn_bipolaris_spot,0.776
177,corn_bipolaris_spot\mbip104.jpg,corn_bipolaris_spot,corn_southern_rust,0.675
7297,corn_southern_rust\fpoo018.jpg,corn_southern_rust,corn_bipolaris_spot,0.778
811,corn_bipolaris_spot\mbiq012.jpg,corn_bipolaris_spot,corn_southern_rust,0.776
1687,corn_bipolaris_spot\mbir266.jpg,corn_bipolaris_spot,corn_southern_rust,0.715
2160,corn_bipolaris_spot\mbir927.jpg,corn_bipolaris_spot,corn_southern_rust,0.732
2377,corn_bipolaris_spot\mbis239.jpg,corn_bipolaris_spot,corn_southern_rust,0.743
113,corn_bipolaris_spot\mbip012.jpg,corn_bipolaris_spot,corn_southern_rust,0.692
203,corn_bipolaris_spot\mbip144.jpg,corn_bipolaris_spot,corn_southern_rust,0.764
608,corn_bipolaris_spot\mbip720.jpg,corn_bipolaris_spot,corn_southern_rust,0.715
579,corn_bipolaris_spot\mbip675.jpg,corn_bipolaris_spot,corn_southern_rust,0.763
7278,corn_southern_rust\fpon988.jpg,corn_southern_rust,corn_bipolaris_spot,0.699
5840,corn_southern_rust\fpol960.jpg,corn_southern_rust,corn_bipolaris_spot,0.775
958,corn_bipolaris_spot\mbiq227.jpg,corn_bipolaris_spot,corn_southern_rust,0.746
5197,corn_southern_rust\fpol015.jpg,corn_southern_rust,corn_bipolaris_spot,0.764
791,corn_bipolaris_spot\mbip986.jpg,corn_bipolaris_spot,corn_southern_rust,0.75
1405,corn_bipolaris_spot\mbiq870.jpg,corn_bipolaris_spot,corn_southern_rust,0.773
1264,corn_bipolaris_spot\mbiq657.jpg,corn_bipolaris_spot,corn_southern_rust,0.773
2534,corn_bipolaris_spot\mbis460.jpg,corn_bipolaris_spot,corn_southern_rust,0.705
2245,corn_bipolaris_spot\mbis057.jpg,corn_bipolaris_spot,corn_southern_rust,0.745
2354,corn_bipolaris_spot\mbis204.jpg,corn_bipolaris_spot,corn_southern_rust,0.643
6894,corn_southern_rust\fpon445.jpg,corn_southern_rust,corn_bipolaris_spot,0.751
495,corn_bipolaris_spot\mbip551.jpg,corn_bipolaris_spot,corn_southern_rust,0.757
5502,corn_southern_rust\fpol455.jpg,corn_southern_rust,corn_bipolaris_spot,0.676
7222,corn_southern_rust\fpon905.jpg,corn_southern_rust,corn_bipolaris_spot,0.684
765,corn_bipolaris_spot\mbip947.jpg,corn_bipolaris_spot,corn_southern_rust,0.757
2360,corn_bipolaris_spot\mbis215.jpg,corn_bipolaris_spot,corn_southern_rust,0.765
2216,corn_bipolaris_spot\mbis011.jpg,corn_bipolaris_spot,corn_southern_rust,0.643
1061,corn_bipolaris_spot\mbiq381.jpg,corn_bipolaris_spot,corn_southern_rust,0.764
2205,corn_bipolaris_spot\mbir997.jpg,corn_bipolaris_spot,corn_southern_rust,0.757
187,corn_bipolaris_spot\mbip115.jpg,corn_bipolaris_spot,corn_southern_rust,0.707
6151,corn_southern_rust\fpom420.jpg,corn_southern_rust,corn_bipolaris_spot,0.758
2703,corn_bipolaris_spot\mbis720.jpg,corn_bipolaris_spot,corn_southern_rust,0.735
7307,corn_southern_rust\fpoo035.jpg,corn_southern_rust,corn_bipolaris_spot,0.628
2168,corn_bipolaris_spot\mbir943.jpg,corn_bipolaris_spot,corn_southern_rust,0.711
5668,corn_southern_rust\fpol694.jpg,corn_southern_rust,corn_bipolaris_spot,0.509
5766,corn_southern_rust\fpol847.jpg,corn_southern_rust,corn_bipolaris_spot,0.544
7287,corn_southern_rust\fpoo002.jpg,corn_southern_rust,corn_bipolaris_spot,0.727
1935,corn_bipolaris_spot\mbir608.jpg,corn_bipolaris_spot,corn_southern_rust,0.748
6061,corn_southern_rust\fpom284.jpg,corn_southern_rust,corn_bipolaris_spot,0.507
597,corn_bipolaris_spot\mbip706.jpg,corn_bipolaris_spot,corn_southern_rust,0.711
1410,corn_bipolaris_spot\mbiq877.jpg,corn_bipolaris_spot,corn_southern_rust,0.736
733,corn_bipolaris_spot\mbip901.jpg,corn_bipolaris_spot,corn_southern_rust,0.734
2645,corn_bipolaris_spot\mbis630.jpg,corn_bipolaris_spot,corn_southern_rust,0.68
1915,corn_bipolaris_spot\mbir582.jpg,corn_bipolaris_spot,corn_southern_rust,0.687
282,corn_bipolaris_spot\mbip251.jpg,corn_bipolaris_spot,corn_southern_rust,0.698
1774,corn_bipolaris_spot\mbir389.jpg,corn_bipolaris_spot,corn_southern_rust,0.734
1385,corn_bipolaris_spot\mbiq841.jpg,corn_bipolaris_spot,corn_southern_rust,0.712
2337,corn_bipolaris_spot\mbis183.jpg,corn_bipolaris_spot,corn_southern_rust,0.712
992,corn_bipolaris_spot\mbiq283.jpg,corn_bipolaris_spot,corn_southern_rust,0.734
1492,corn_bipolaris_spot\mbiq994.jpg,corn_bipolaris_spot,corn_southern_rust,0.739
5192,corn_southern_rust\fpol009.jpg,corn_southern_rust,corn_bipolaris_spot,0.667
934,corn_bipolaris_spot\mbiq189.jpg,corn_bipolaris_spot,corn_southern_rust,0.704
2329,corn_bipolaris_spot\mbis169.jpg,corn_bipolaris_spot,corn_southern_rust,0.732
109,corn_bipolaris_spot\mbip008.jpg,corn_bipolaris_spot,corn_southern_rust,0.714
2683,corn_bipolaris_spot\mbis688.jpg,corn_bipolaris_spot,corn_southern_rust,0.673
1142,corn_bipolaris_spot\mbiq492.jpg,corn_bipolaris_spot,corn_southern_rust,0.677
2277,corn_bipolaris_spot\mbis099.jpg,corn_bipolaris_spot,corn_southern_rust,0.688
6896,corn_southern_rust\fpon447.jpg,corn_southern_rust,corn_bipolaris_spot,0.718
269,corn_bipolaris_spot\mbip233.jpg,corn_bipolaris_spot,corn_southern_rust,0.723
1141,corn_bipolaris_spot\mbiq491.jpg,corn_bipolaris_spot,corn_southern_rust,0.72
879,corn_bipolaris_spot\mbiq109.jpg,corn_bipolaris_spot,corn_southern_rust,0.672
2663,corn_bipolaris_spot\mbis659.jpg,corn_bipolaris_spot,corn_southern_rust,0.678
1381,corn_bipolaris_spot\mbiq835.jpg,corn_bipolaris_spot,corn_southern_rust,0.674
2465,corn_bipolaris_spot\mbis355.jpg,corn_bipolaris_spot,corn_southern_rust,0.673
6086,corn_southern_rust\fpom324.jpg,corn_southern_rust,corn_bipolaris_spot,0.692
6961,corn_southern_rust\fpon544.jpg,corn_southern_rust,corn_bipolaris_spot,0.701
2143,corn_bipolaris_spot\mbir905.jpg,corn_bipolaris_spot,corn_southern_rust,0.704
1930,corn_bipolaris_spot\mbir601.jpg,corn_bipolaris_spot,corn_southern_rust,0.688
5975,corn_southern_rust\fpom163.jpg,corn_southern_rust,corn_bipolaris_spot,0.7
785,corn_bipolaris_spot\mbip978.jpg,corn_bipolaris_spot,corn_southern_rust,0.7
5301,corn_southern_rust\fpol161.jpg,corn_southern_rust,corn_bipolaris_spot,0.706
1689,corn_bipolaris_spot\mbir270.jpg,corn_bipolaris_spot,corn_southern_rust,0.699
1715,corn_bipolaris_spot\mbir301.jpg,corn_bipolaris_spot,corn_southern_rust,0.688
7299,corn_southern_rust\fpoo023.jpg,corn_southern_rust,corn_bipolaris_spot,0.586
1826,corn_bipolaris_spot\mbir457.jpg,corn_bipolaris_spot,corn_southern_rust,0.699
5971,corn_southern_rust\fpom157.jpg,corn_southern_rust,corn_bipolaris_spot,0.697
5261,corn_southern_rust\fpol103.jpg,corn_southern_rust,corn_bipolaris_spot,0.698
6536,corn_southern_rust\fpom953.jpg,corn_southern_rust,corn_bipolaris_spot,0.675
7010,corn_southern_rust\fpon607.jpg,corn_southern_rust,corn_bipolaris_spot,0.542
7230,corn_southern_rust\fpon915.jpg,corn_southern_rust,corn_bipolaris_spot,0.685
5194,corn_southern_rust\fpol012.jpg,corn_southern_rust,corn_bipolaris_spot,0.673
5292,corn_southern_rust\fpol149.jpg,corn_southern_rust,corn_bipolaris_spot,0.656
5291,corn_southern_rust\fpol148.jpg,corn_southern_rust,corn_bipolaris_spot,0.643
7311,corn_southern_rust\fpoo039.jpg,corn_southern_rust,corn_bipolaris_spot,0.547
7294,corn_southern_rust\fpoo013.jpg,corn_southern_rust,corn_bipolaris_spot,0.642
6011,corn_southern_rust\fpom221.jpg,corn_southern_rust,corn_bipolaris_spot,0.572
5538,corn_southern_rust\fpol510.jpg,corn_southern_rust,corn_bipolaris_spot,0.653
5767,corn_southern_rust\fpol848.jpg,corn_southern_rust,corn_bipolaris_spot,0.651
7227,corn_southern_rust\fpon912.jpg,corn_southern_rust,corn_bipolaris_spot,0.6
5998,corn_southern_rust\fpom201.jpg,corn_southern_rust,corn_bipolaris_spot,0.625
5533,corn_southern_rust\fpol504.jpg,corn_southern_rust,corn_bipolaris_spot,0.628
5669,corn_southern_rust\fpol696.jpg,corn_southern_rust,corn_bipolaris_spot,0.622
5550,corn_southern_rust\fpol527.jpg,corn_southern_rust,corn_bipolaris_spot,0.606
5507,corn_southern_rust\fpol463.jpg,corn_southern_rust,corn_bipolaris_spot,0.605
